id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
941,Sr. Pedro Marín,38.0,M,Arequipa,Paucarpata,2022-12-31,Tienda Física,Regular
942,Luisa Marrero Marín,25.0,F,Lima,Magdalena,2022-03-22,Tienda Física,Ocasional
943,Yeni Gallardo Duarte,46.0,F,Cusco,Cercado,2022-07-29,Tienda Física,Nuevo
944,Magdalena Porras Niño,40.0,F,Lima,La Molina,2020-05-18,App,Regular
945,Julia Esparta Orozco,67.0,F,Trujillo,Vista Alegre,2021-05-26,Tienda Física,Regular
946,Ignacio Suárez Sisneros,34.0,M,Lima,Lince,2022-01-05,Tienda Física,Nuevo
947,Ing. Arcelia Rosado,44.0,F,Arequipa,Paucarpata,2021-08-16,Web,Ocasional
948,Dra. Alta  Gracia Jáquez,27.0,F,Arequipa,Cayma,2022-07-11,Web,Ocasional
949,Víctor Limón Ojeda,39.0,M,Cusco,San Sebastián,2022-08-07,Tienda Física,Premium
950,Luis Negrón Ledesma,20.0,M,Lima,Surco,2022-05-13,Tienda Física,Ocasional
951,Liliana Martha Bravo,18.0,F,Lima,Jesus María,2022-07-05,Tienda Física,Ocasional
952,Evelio Montero,36.0,M,Piura,Sullana,2020-04-24,Tienda Física,Nuevo
953,Barbara Judith Cadena,56.0,F,Arequipa,Cayma,2022-03-23,App,Regular
954,Javier Velázquez,27.0,M,Cusco,San Jerónimo,2021-10-28,Tienda Física,Regular
955,Bianca Miranda Ávila,37.0,F,Lima,San Miguel,2020-05-05,Web,Ocasional
956,Aldo de la Garza,35.0,M,Cusco,Santiago,2021-06-01,Tienda Física,Regular
957,Dulce María Galarza Campos,44.0,F,Arequipa,Cerro Colorado,2020-07-12,Web,Ocasional
958,Barbara Ibarra Mora,55.0,F,Cusco,Cercado,2021-04-19,Web,Regular
959,Zacarías Israel Meléndez Velázquez,43.0,M,Lima,Jesus María,2020-12-04,Tienda Física,Ocasional
960,Lic. Bruno Tijerina,18.0,M,Lima,San Isidro,2021-01-01,Tienda Física,Premium
961,Luisa Loya Ramírez,42.0,F,Lima,La Molina,2020-03-31,Web,Regular
962,Dulce María Adela Ureña,29.0,F,Trujillo,El Recreo,2022-05-31,Tienda Física,Regular
963,Reina Hernandes,33.0,F,Lima,Lince,2022-09-28,Web,Premium
964,Emilio Silvano Segovia,67.0,M,Trujillo,Vista Alegre,2021-12-25,Web,Nuevo
965,Gregorio Gilberto Olivares Mesa,47.0,M,Lima,San Isidro,2021-11-27,Tienda Física,Regular
966,Omar Abelardo Meraz,49.0,M,Lima,Barranco,2021-06-09,Tienda Física,Regular
967,Abraham Olivas Corrales,54.0,M,Arequipa,Paucarpata,2022-10-13,Tienda Física,Ocasional
968,Ariadna Flórez Valles,59.0,F,Trujillo,Centro,2021-04-02,Tienda Física,Premium
969,Gloria Campos Ceja,45.0,F,Lima,Lince,2021-02-25,Tienda Física,Nuevo
970,Cecilia Sandra Montaño,18.0,F,Lima,La Molina,2020-07-04,Tienda Física,Ocasional
971,Arturo Rodarte Solano,32.0,M,Trujillo,El Recreo,2021-03-09,Tienda Física,Regular
972,Socorro Cecilia Olivo,33.0,F,Lima,Miraflores,2020-08-18,Web,Regular
973,Evelio Lorenzo Valdés,27.0,M,Arequipa,Yanahuara,2020-07-31,Web,Ocasional
974,Salma Orozco,30.0,F,Cusco,San Sebastián,2021-04-05,Web,Premium
975,Natalia Ana Luisa Rodríguez Pabón,36.0,F,Lima,,2021-06-19,Tienda Física,Ocasional
976,Emilia Mares Covarrubias,46.0,F,Lima,La Molina,2022-05-24,Tienda Física,Ocasional
977,Pablo Quezada Vélez,48.0,M,Lima,Surco,2020-06-16,App,Regular
978,Blanca Sonia Ocampo Montez,46.0,F,Arequipa,Cerro Colorado,2020-12-08,App,Premium
979,Pablo Cristobal Sarabia Montero,61.0,M,Trujillo,El Recreo,2022-02-25,Tienda Física,Nuevo
980,Octavio Julio César Quesada Salgado,66.0,M,Lima,Lince,2021-04-23,Tienda Física,Nuevo
981,Juana Gonzales,34.0,F,Cusco,Wanchaq,2020-04-23,Tienda Física,Ocasional
982,Estefanía Mayte Valencia Casas,26.0,F,Lima,San Miguel,2020-08-18,Tienda Física,Regular
983,Enrique Figueroa Vargas,47.0,M,Arequipa,Paucarpata,2021-12-11,Tienda Física,Nuevo
984,Irene Susana Benítez,52.0,F,Trujillo,Mansiche,2022-04-16,Tienda Física,Nuevo
985,Ing. Eloisa Noriega,18.0,F,Lima,Lince,2020-01-10,Tienda Física,Nuevo
986,Horacio Manuel Hernández León,54.0,M,Lima,San Miguel,2022-08-11,Web,Premium
987,Felipe Eric Véliz,32.0,M,Lima,San Isidro,2020-09-26,Tienda Física,Ocasional
988,Yuridia Dulce María Amaya Guillen,27.0,F,Trujillo,La Merced,2021-09-25,App,Nuevo
989,Gregorio Villagómez Malave,27.0,M,Piura,Centro,2020-07-16,Tienda Física,Ocasional
990,Oswaldo Guerra Moreno,39.0,M,Lima,Surco,2022-03-17,Tienda Física,Ocasional
991,Silvia Crespo,44.0,F,Piura,Centro,2022-09-15,Web,Regular
992,Modesto Castañeda Amaya,44.0,M,Trujillo,Mansiche,2022-06-19,App,Premium
993,Flavio Oquendo de la Rosa,47.0,M,Arequipa,Cayma,2021-11-09,App,Regular
994,Abel Fernández,25.0,M,Lima,Lince,2020-06-05,Tienda Física,Nuevo
995,Jacinto Ojeda Beltrán,42.0,M,Arequipa,Cercado,2021-05-19,Web,Premium
996,Lic. Luis Manuel Zavala,54.0,M,Lima,Barranco,2022-01-25,Tienda Física,Nuevo
997,Benito Jacobo Montes Fajardo,37.0,M,Trujillo,Vista Alegre,2022-09-07,App,Nuevo
998,Felipe Miramontes,22.0,M,Piura,Veintiséis de Octubre,2021-05-15,Tienda Física,Ocasional
999,Patricia Cristina Pulido Lugo,61.0,F,Cusco,Cercado,2021-03-06,Web,Ocasional
1000,Ramiro Tapia Palacios,28.0,M,Cusco,San Sebastián,2022-11-04,Tienda Física,Regular
1001,Carlos Jacobo Macías,18.0,M,Lima,San Isidro,2021-06-12,Tienda Física,Nuevo
1002,María José Calvillo,22.0,F,Lima,Barranco,2021-06-19,Tienda Física,Regular
1003,Oswaldo Isaac Orozco,38.0,M,Lima,La Molina,2022-09-14,Tienda Física,Ocasional
1004,David Claudio Aragón,35.0,M,Arequipa,Cayma,2021-11-27,Tienda Física,Ocasional
1005,Camila Rebeca Sepúlveda,26.0,F,Lima,Barranco,2022-10-09,Tienda Física,Nuevo
1006,René Reynaldo Soto Vélez,46.0,M,Piura,Castilla,2021-06-03,Web,Nuevo
1007,Benjamín Alberto Sisneros Terán,41.0,M,Trujillo,La Merced,2020-09-09,Tienda Física,Premium
1008,Roberto Germán Cornejo,18.0,M,Arequipa,Cerro Colorado,2020-12-13,App,Ocasional
1009,Olga Esmeralda Tórrez Grijalva,38.0,F,Arequipa,Cayma,2020-09-03,App,Ocasional
1010,Ignacio Samuel Carrero Madrid,47.0,M,Lima,Magdalena,2022-05-19,Web,Premium
1011,José Manuél Cordero,53.0,M,Lima,La Molina,2021-07-26,Tienda Física,Ocasional
1012,Patricio Felipe Delgado Heredia,27.0,M,Cusco,San Sebastián,2021-07-18,App,Ocasional
1013,Mariano Francisco Barrios,63.0,M,Arequipa,Cayma,2021-07-29,Tienda Física,Nuevo
1014,Ing. Nicolás Olivas,41.0,M,Lima,San Miguel,2022-01-13,Web,Nuevo
1015,Dra. Clara Lemus,32.0,F,Lima,Jesus María,2021-07-14,Web,Regular
1016,Sra. Hilda Solano,30.0,F,Arequipa,Yanahuara,2021-06-23,Tienda Física,Nuevo
1017,Sr. Rolando Barragán,18.0,M,Trujillo,Vista Alegre,2020-03-29,Web,Nuevo
1018,Sra. Victoria Osorio,38.0,F,Lima,Miraflores,2021-06-07,App,Ocasional
1019,Óscar Oswaldo Carrión,41.0,M,Lima,Jesus María,2022-07-25,Tienda Física,Regular
1020,María del Carmen Cervantes Maestas,33.0,F,Lima,San Miguel,2020-04-22,Tienda Física,Nuevo
1021,Ivonne Julia Hernandes,40.0,F,Lima,Miraflores,2022-04-24,Web,Premium
1022,Dr. Eugenio Navarro,48.0,M,Arequipa,Paucarpata,2021-03-24,App,Ocasional
1023,Inés Ivonne Pelayo Enríquez,48.0,F,Arequipa,Cercado,2022-05-21,Tienda Física,Nuevo
1024,María del Carmen Flores Estévez,18.0,,Lima,San Miguel,2021-08-27,Web,Nuevo
1025,Gonzalo Maya,36.0,M,Arequipa,Cayma,2020-04-26,Tienda Física,Ocasional
1026,Dr. Manuel Baca,27.0,M,Trujillo,La Merced,2021-09-01,Tienda Física,Ocasional
1027,Reina Elena Cortez,29.0,F,Arequipa,Cercado,2022-07-27,Tienda Física,Premium
1028,Rodolfo Federico Trejo Mercado,46.0,M,Lima,Lince,2021-10-10,Web,Premium
1029,Guillermina Gálvez Heredia,32.0,F,Lima,Pueblo Libre,2020-09-11,App,Regular
1030,Srita. Micaela Pizarro,48.0,F,Lima,Miraflores,2020-11-30,Tienda Física,Premium
1031,Úrsula Juana Mares de Anda,29.0,F,Arequipa,Cayma,2021-10-26,Tienda Física,Regular
1032,Lic. Gloria Elizondo,32.0,F,Arequipa,Cercado,,Tienda Física,Regular
1033,Lic. Úrsula Rosado,33.0,F,Arequipa,Cayma,2020-05-27,Tienda Física,Regular
1034,Gerónimo Rodrigo Escobedo,49.0,M,Piura,Veintiséis de Octubre,2022-08-21,Web,Regular
1035,Manuel de la Rosa,54.0,M,Cusco,San Sebastián,2020-01-13,Tienda Física,Ocasional
1036,Clara Collazo de la Garza,55.0,F,Lima,San Miguel,2020-03-08,Tienda Física,Regular
1037,Alfonso Corrales Rosario,26.0,M,Lima,La Molina,2021-03-07,Web,Regular
1038,Sr. Javier Luna,52.0,M,Arequipa,Cerro Colorado,2020-08-09,App,Regular
1039,Ramón Nieto,40.0,M,Trujillo,Vista Alegre,2020-10-05,Tienda Física,Nuevo
1040,Victoria Lozada de la Crúz,35.0,F,Arequipa,Cayma,2022-12-06,Tienda Física,Regular
1041,Adalberto Espinal Rocha,40.0,M,Cusco,Wanchaq,2020-02-25,Tienda Física,Regular
1042,Pascual Narváez,40.0,M,Lima,Miraflores,2022-04-24,App,Regular
1043,Lic. Gerónimo Villanueva,37.0,M,Arequipa,Cercado,2020-01-28,Tienda Física,Regular
1044,Miguel Antonio Alva,41.0,M,Lima,San Isidro,2021-06-28,Tienda Física,Ocasional
1045,César Raya Castañeda,50.0,M,Trujillo,Mansiche,2022-01-02,Tienda Física,Ocasional
1046,Natividad Florencia Paredes Sierra,63.0,F,Arequipa,Cercado,2021-09-07,App,Premium
1047,Isabel Soledad Armenta,28.0,F,Lima,Barranco,2022-01-22,App,Premium
1048,Adriana Tania Parra Barreto,39.0,F,Trujillo,El Recreo,2020-01-15,Tienda Física,Nuevo
1049,Lic. Diego Montero,66.0,M,Piura,Sullana,2021-11-06,App,Nuevo
1050,Esperanza Alicia Peralta,18.0,F,Lima,San Miguel,2020-08-22,Web,Premium
1051,Lic. Genaro Aguilera,28.0,M,Lima,Magdalena,2021-03-29,App,Nuevo
1052,Oswaldo Ignacio Treviño,40.0,M,Lima,Lince,2022-12-08,Web,Nuevo
1053,Joaquín Fidel Urrutia Bravo,22.0,M,Arequipa,Cercado,2021-09-16,Web,Regular
1054,José Emilio Velasco Sanches,22.0,M,Trujillo,El Recreo,2020-02-19,Tienda Física,Regular
1055,Dalia Llamas Bernal,52.0,F,Trujillo,Mansiche,2020-01-06,Tienda Física,Ocasional
1056,Alonso Gurule,48.0,M,Lima,Jesus María,2021-05-26,App,Regular
1057,Dulce Peralta Contreras,47.0,F,Arequipa,Paucarpata,2021-03-15,Tienda Física,Regular
1058,Uriel Gabino Chávez Ruiz,42.0,M,Lima,Surco,2021-02-02,Tienda Física,Nuevo
1059,Ing. Aldonza Espinal,55.0,F,Trujillo,La Merced,2020-03-22,Tienda Física,Regular
1060,Noemí Morales Quintana,42.0,F,Piura,Castilla,2022-12-23,Tienda Física,Premium
1061,Dulce María Esquibel,26.0,F,Arequipa,Cayma,2022-07-14,Tienda Física,Nuevo
1062,José Luis Murillo,52.0,M,Cusco,Santiago,2020-12-17,Tienda Física,Regular
1063,Natalia Véliz,34.0,F,Lima,Barranco,2021-01-18,Web,Regular
1064,Abel Córdova,49.0,M,Cusco,San Jerónimo,2020-10-16,Web,Nuevo
1065,Dra. Socorro Córdova,48.0,F,Lima,La Molina,2021-10-10,Tienda Física,Nuevo
1066,Araceli Delia Cornejo Jimínez,31.0,F,Lima,Jesus María,2020-04-28,Tienda Física,Ocasional
1067,Dr. Isaac Ávila,20.0,M,Lima,La Molina,2022-01-21,Tienda Física,Nuevo
1068,Miriam Escobedo,32.0,F,Lima,La Molina,2021-04-29,Web,Premium
1069,Caridad Georgina Cadena Montañez,44.0,F,Lima,Barranco,2022-08-20,Tienda Física,Regular
1070,Marcos Porfirio Enríquez Quintanilla,36.0,M,Lima,Barranco,2020-03-22,Tienda Física,Nuevo
1071,Srita. Ivonne Muñoz,48.0,F,Trujillo,Mansiche,2022-02-22,App,Premium
1072,Alfonso José Manuél Gómez Quintero,36.0,M,Arequipa,Cayma,2022-03-22,Tienda Física,Premium
1073,María Teresa Estefanía Almonte,49.0,F,Arequipa,Cerro Colorado,2022-12-15,Web,Premium
1074,Carlota Madrid Apodaca,34.0,F,Lima,La Molina,2022-06-09,Tienda Física,Regular
1075,Ing. Zeferino Loera,27.0,M,Lima,San Isidro,2020-03-30,App,Ocasional
1076,Virginia Salgado Lemus,25.0,F,Arequipa,Paucarpata,2021-07-09,Tienda Física,Nuevo
1077,Arcelia Estrada Véliz,41.0,F,Arequipa,Cerro Colorado,2022-09-26,Tienda Física,Regular
1078,Hugo Barrios,37.0,M,Arequipa,Cerro Colorado,2022-04-09,Web,Regular
1079,Aldonza Sandra Mata Alcántar,27.0,F,Cusco,Santiago,2022-11-20,Web,Regular
1080,Pablo Benavídez Márquez,26.0,M,Cusco,San Jerónimo,2021-08-27,Web,Nuevo
1081,Zoé Rentería Paredes,26.0,F,Piura,Miraflores,2022-05-27,Tienda Física,Ocasional
1082,Virginia Susana Vanegas Arce,51.0,F,Arequipa,Paucarpata,2022-06-08,Tienda Física,Regular
1083,Esperanza Huerta Vázquez,25.0,F,Piura,Veintiséis de Octubre,2021-12-20,App,Regular
1084,Clara Indira Munguía Colunga,39.0,F,Arequipa,Cerro Colorado,2022-07-10,Tienda Física,Ocasional
1085,Rocío Huerta,28.0,F,Lima,La Molina,2020-01-12,Tienda Física,Premium
1086,Luis Manuel Torres Galván,51.0,M,Piura,Centro,2021-10-07,Tienda Física,Nuevo
1087,Andrés Tello,65.0,M,Lima,Barranco,2020-07-05,Tienda Física,Ocasional
1088,Paola Luisa Macías,31.0,F,Piura,Castilla,2020-09-15,Tienda Física,Regular
1089,Lic. Carmen Tovar,54.0,F,Trujillo,La Merced,2020-06-21,App,Regular
1090,Mario Espartaco Verdugo Montenegro,27.0,M,Lima,San Miguel,2020-07-16,App,Ocasional
1091,Ing. Oswaldo Badillo,46.0,M,Arequipa,Cercado,2020-07-23,Tienda Física,Ocasional
1092,Luisa Hilda Maestas,52.0,F,Cusco,San Sebastián,2021-08-05,App,Regular
1093,Caridad Esperanza Mercado,46.0,F,Lima,Miraflores,2020-06-05,Tienda Física,Nuevo
1094,José Luis Navarrete Salas,33.0,M,Arequipa,Paucarpata,2020-10-31,Tienda Física,Nuevo
1095,Ángel Lemus,23.0,M,Lima,Magdalena,2022-10-26,Tienda Física,Regular
1096,Ing. Esmeralda Domínguez,38.0,F,Arequipa,Cercado,2021-02-16,Tienda Física,Regular
1097,Margarita Montenegro,47.0,F,Lima,Lince,2021-05-19,Web,Regular
1098,Jos Becerra Vázquez,18.0,M,Lima,Lince,2021-02-22,Web,Regular
1099,Verónica Jimínez,18.0,F,Cusco,Cercado,2022-10-30,App,Ocasional
1100,Conchita Rodríquez,43.0,F,Lima,Pueblo Libre,2021-05-23,Tienda Física,Ocasional
1101,Ramón Montenegro,38.0,M,Arequipa,Yanahuara,2020-09-24,Web,Nuevo
1102,Dr. Diego Corona,39.0,M,Piura,Castilla,2020-12-07,Tienda Física,Regular
1103,Timoteo Montes,29.0,M,Lima,Pueblo Libre,2022-01-02,Tienda Física,Nuevo
1104,Soledad Toledo Godoy,33.0,F,Piura,Centro,2021-11-14,Web,Ocasional
1105,Alberto Ramón Magaña Rodríguez,51.0,M,Trujillo,Mansiche,2020-03-27,Tienda Física,Ocasional
1106,Francisco Pascual Reynoso,25.0,M,Trujillo,La Merced,2020-02-17,Tienda Física,Ocasional
1107,Eugenio José Luis Montez,38.0,M,Piura,Sullana,2020-08-06,App,Premium
1108,Jacinto Flavio Castañeda,39.0,M,Lima,San Isidro,2022-12-18,Web,Ocasional
1109,José Carlos Jesús Arredondo,25.0,M,Lima,San Isidro,2021-06-08,Tienda Física,Regular
1110,Caridad Caridad Vázquez,37.0,F,Cusco,Wanchaq,2020-10-26,Web,Nuevo
1111,Pablo Rael,28.0,M,Lima,Miraflores,2022-11-07,Web,Premium
1112,Ing. Juana Montalvo,27.0,F,Lima,Jesus María,2022-09-12,Tienda Física,Regular
1113,José Luis Nazario,46.0,M,Lima,La Molina,2021-02-26,Web,Regular
1114,Maximiliano Enrique Curiel Moreno,44.0,M,Lima,San Miguel,2022-12-30,Web,Nuevo
1115,Yeni Rincón,53.0,F,Arequipa,Paucarpata,2021-03-23,Web,Ocasional
1116,Benito Ramiro Rael,67.0,M,Arequipa,Yanahuara,2022-04-30,Tienda Física,Nuevo
1117,Ing. Alejandra Barrera,24.0,F,Trujillo,,2020-12-31,Web,Regular
1118,Jaqueline Ana María Correa,48.0,F,Lima,San Miguel,2020-02-20,Tienda Física,Regular
1119,Lic. Dalia Farías,46.0,F,Trujillo,Mansiche,2022-05-03,Tienda Física,Regular
1120,Camilo Martín Rosario Ojeda,41.0,M,Lima,La Molina,2022-01-18,Web,Premium
1121,Ing. Eva Naranjo,23.0,F,Lima,Miraflores,2020-04-02,Web,Nuevo
1122,Hermelinda Alvarez,51.0,F,Lima,Surco,2020-01-15,Tienda Física,Premium
1123,Antonia Tafoya Montes,34.0,F,Trujillo,Mansiche,2020-09-16,Tienda Física,Nuevo
1124,Santiago Octavio Núñez,34.0,M,Arequipa,Cerro Colorado,2022-09-06,Tienda Física,Regular
1125,Lic. Noelia Burgos,21.0,F,Lima,Lince,2021-04-18,Web,Nuevo
1126,Ofelia Bravo Barela,54.0,F,Lima,San Isidro,2021-01-23,Tienda Física,Premium
1127,Miguel Ángel Teodoro Villalpando,30.0,M,Lima,Miraflores,2021-09-25,Web,Nuevo
1128,Arcelia Rosario Molina,48.0,F,Trujillo,La Merced,2022-07-19,Tienda Física,Nuevo
1129,Ariadna Blanca Gallegos,57.0,F,Arequipa,Cayma,2020-07-20,Tienda Física,Premium
1130,José Manuél Robles Cardona,45.0,M,,Miraflores,2022-03-17,Web,Regular
1131,Renato Pedroza,27.0,M,Arequipa,Cercado,2020-06-03,Web,
1132,Leonardo Claudio Arreola Ávila,40.0,M,Cusco,Wanchaq,2021-11-02,App,Nuevo
1133,Lourdes Escalante,18.0,F,Trujillo,Vista Alegre,2021-05-02,Web,Ocasional
1134,Gerónimo Horacio Martínez,49.0,M,Lima,Barranco,2020-01-20,Tienda Física,Regular
1135,Aurelio Esteban Regalado Cotto,18.0,M,Trujillo,Centro,2020-01-17,Tienda Física,Nuevo
1136,Evelio Amador Ceja,68.0,M,Lima,La Molina,2021-02-26,App,Regular
1137,Daniel Jesús Rolón,43.0,M,Cusco,Wanchaq,2020-01-25,Tienda Física,Ocasional
1138,Minerva Raya Lira,18.0,F,Lima,Barranco,2021-01-20,Tienda Física,Ocasional
1139,Modesto Henríquez Alemán,25.0,M,Lima,Surco,2020-07-09,Web,Nuevo
1140,Rodolfo Roldán,40.0,M,Arequipa,Paucarpata,2022-05-31,Tienda Física,Premium
1141,Porfirio Cristian Valentín,38.0,M,Trujillo,La Merced,2021-09-23,Web,Nuevo
1142,Mauricio David Flórez Villa,55.0,M,Lima,Magdalena,2022-04-30,Tienda Física,Premium
1143,Diana Gracia,68.0,F,Lima,San Miguel,2020-10-27,App,Regular
1144,Catalina Becerra Yáñez,32.0,F,Lima,San Miguel,2021-01-01,Tienda Física,Ocasional
1145,Adán Bermúdez,41.0,M,Lima,Lince,2022-03-06,Tienda Física,Regular
1146,Héctor Adalberto Lerma,55.0,M,Trujillo,Centro,2021-08-12,Tienda Física,Ocasional
1147,Óscar Lorenzo Navarro Preciado,35.0,M,Cusco,San Sebastián,2021-01-31,Tienda Física,Premium
1148,Ing. Gustavo Salinas,58.0,M,Arequipa,Paucarpata,2021-10-15,App,Premium
1149,Sandra Olivas Roybal,30.0,F,Piura,Castilla,2022-06-23,Tienda Física,Regular
1150,Micaela Anaya,39.0,F,Trujillo,La Merced,2022-11-08,Tienda Física,Ocasional
1151,Maximiliano Leonel Heredia Carrasco,48.0,M,Arequipa,Cerro Colorado,2021-08-18,Tienda Física,Premium
1152,Sra. Amelia Fajardo,22.0,F,Piura,Miraflores,2021-10-14,Web,Regular
1153,Pilar Olga Reyna Posada,43.0,F,Trujillo,El Recreo,2022-02-11,Tienda Física,Regular
1154,José Eduardo Luis Miguel Zambrano,34.0,M,Arequipa,Cayma,2022-11-24,App,Regular
1155,Jorge Luis Cadena Rodríguez,25.0,M,Lima,Jesus María,2021-11-04,Tienda Física,Regular
1156,Alberto Miguel Ángel Meléndez Quintero,25.0,M,Arequipa,Yanahuara,2020-07-07,Web,Premium
1157,Blanca Julia Cornejo,40.0,F,Arequipa,Cercado,2021-02-17,App,Ocasional
1158,Felipe Luis Padilla Rocha,28.0,M,Lima,Pueblo Libre,2021-08-27,Tienda Física,Nuevo
1159,Hermelinda Delia Roldán Apodaca,37.0,F,Lima,La Molina,2022-04-19,Tienda Física,Nuevo
1160,Ing. María Teresa Delgadillo,42.0,F,Lima,San Miguel,2021-07-09,Tienda Física,Regular
1161,Srita. Amalia Márquez,46.0,F,Arequipa,Paucarpata,2021-12-10,Tienda Física,Regular
1162,Claudia Sierra,31.0,F,Trujillo,Centro,2022-12-17,Web,Regular
1163,Luz Saldivar Paz,45.0,F,Lima,San Isidro,2020-12-30,Tienda Física,Premium
1164,Fidel Vélez Zapata,58.0,M,Cusco,Santiago,2020-10-16,App,Nuevo
1165,Catalina Hernádez,31.0,F,Lima,Barranco,2020-11-27,App,Regular
1166,Federico Reséndez,40.0,M,Cusco,Santiago,2022-06-27,Tienda Física,Nuevo
1167,María José Granado,50.0,F,Lima,Surco,2021-11-30,App,Ocasional
1168,Ramiro Marroquín,34.0,M,Trujillo,El Recreo,2020-05-09,App,Regular
1169,Agustín Gregorio de la O,54.0,M,Cusco,Cercado,2021-08-04,Web,Ocasional
1170,María José Collado,56.0,F,Piura,Veintiséis de Octubre,2022-04-23,Web,Premium
1171,Serafín Echeverría Chacón,48.0,M,Arequipa,Cayma,2022-06-30,App,Ocasional
1172,Héctor Calvillo,66.0,M,Lima,La Molina,2022-06-28,Tienda Física,Ocasional
1173,Dalia Mendoza Bustamante,35.0,F,Trujillo,Mansiche,2022-03-06,Tienda Física,Regular
1174,Susana Ávila,27.0,F,Lima,San Miguel,2020-02-15,Tienda Física,Regular
1175,Débora Irma Moreno Oquendo,27.0,F,Trujillo,La Merced,2022-09-04,App,Ocasional
1176,Srita. Micaela Centeno,45.0,F,Lima,San Miguel,2022-06-01,Web,Regular
1177,Natividad Alcántar Becerra,18.0,F,Cusco,San Sebastián,2022-04-13,Tienda Física,Regular
1178,David Negrón Arguello,39.0,M,Lima,San Miguel,2022-01-05,App,Regular
1179,Luisa Munguía Gutiérrez,41.0,F,Arequipa,Cayma,2022-02-25,Tienda Física,Ocasional
1180,Rolando Cazares Téllez,54.0,M,Cusco,San Jerónimo,2020-07-16,Web,Nuevo
1181,Porfirio Sandoval Oquendo,19.0,M,Piura,Sullana,2022-02-18,Tienda Física,Nuevo
1182,Carla Blanca Calderón Navarrete,29.0,F,Arequipa,Cerro Colorado,2020-12-06,Web,Regular
1183,Leonel Genaro Marroquín,28.0,M,Piura,Miraflores,2022-06-22,Tienda Física,Regular
1184,Elvia Barbara Uribe,18.0,F,Lima,Surco,2021-11-29,Tienda Física,Nuevo
1185,Leonel Vigil Tórrez,54.0,M,Lima,Surco,2021-12-30,Web,Regular
1186,Andrés Nicolás Godoy Salinas,41.0,M,Trujillo,Mansiche,2022-05-06,App,Premium
1187,Carlota Alta  Gracia Osorio Cadena,29.0,F,Piura,Castilla,2022-01-22,App,Nuevo
1188,Luis Miguel Pérez,41.0,M,Piura,Castilla,2022-12-14,Tienda Física,Ocasional
1189,José Manuél Elizondo,33.0,M,Trujillo,Mansiche,2020-06-30,App,Regular
1190,Norma Alta  Gracia Piña Caldera,39.0,F,Trujillo,Centro,2020-04-15,Web,Ocasional
1191,Sofía Pabón,18.0,F,Arequipa,Cerro Colorado,2022-04-21,Web,Regular
1192,Anel Araceli Mena Roldán,26.0,F,Lima,Jesus María,2021-10-05,Tienda Física,Ocasional
1193,Josefina Girón,44.0,F,Piura,Sullana,2022-02-13,Tienda Física,Ocasional
1194,Beatriz Narváez Mora,41.0,F,Arequipa,Cayma,2022-02-12,Tienda Física,Nuevo
1195,Carolina Ocasio Cortés,48.0,F,Lima,La Molina,2022-09-20,Tienda Física,Ocasional
1196,Dra. Leticia Méndez,33.0,F,Cusco,Wanchaq,2022-07-09,Tienda Física,Regular
1197,Francisco Javier Reynaldo Saavedra,36.0,M,Lima,Barranco,2021-05-30,Tienda Física,Regular
1198,Ing. Cristobal Castillo,24.0,M,Arequipa,Cerro Colorado,2020-12-08,App,Regular
1199,Sr. Modesto Quiroz,66.0,M,Lima,Jesus María,2021-02-11,App,Nuevo
1200,María Eugenia Cavazos,26.0,F,Lima,Pueblo Libre,2022-10-16,Web,Nuevo
1201,Lic. Esparta Corral,59.0,F,Arequipa,Cayma,2022-08-18,Web,Nuevo
1202,Leonardo de la O Arellano,21.0,M,Lima,Lince,2021-10-16,Web,Ocasional
1203,Gerónimo Gilberto Miranda Jáquez,49.0,M,Cusco,Cercado,2021-05-31,App,Premium
1204,Barbara Benítez,42.0,F,Lima,Pueblo Libre,2020-11-10,App,Ocasional
1205,Arturo de la Rosa Morales,27.0,M,Lima,Magdalena,2020-02-16,App,Regular
1206,Gerardo Núñez,20.0,M,Piura,Miraflores,2022-02-25,Tienda Física,Premium
1207,Martín Fernández Montes,40.0,M,Cusco,Cercado,2022-12-04,Web,Regular
1208,Esteban Benjamín Concepción Aguilera,35.0,M,Lima,Jesus María,2021-02-23,Web,Premium
1209,Sr. Rodolfo Figueroa,51.0,,Lima,Jesus María,2021-03-17,Tienda Física,Premium
1210,Elsa Caridad Gonzales,34.0,F,Lima,Pueblo Libre,2020-08-01,Tienda Física,Regular
1211,Zacarías Ochoa Romero,46.0,M,Piura,Miraflores,2020-09-15,App,Ocasional
1212,Modesto Ledesma Irizarry,18.0,M,Cusco,San Sebastián,2020-08-11,Web,Regular
1213,Bernardo Toledo Romero,24.0,M,Piura,Sullana,2021-04-10,Tienda Física,Nuevo
1214,Ing. Sergio Saldivar,35.0,M,Cusco,San Jerónimo,2020-06-20,Web,Ocasional
1215,Emilio Zaragoza Lebrón,18.0,M,Arequipa,Cercado,2020-08-10,Tienda Física,Ocasional
1216,Agustín Lira Verduzco,41.0,M,Cusco,San Sebastián,2021-05-29,App,Ocasional
1217,Gabino Roberto Zúñiga,38.0,M,Arequipa,Yanahuara,2022-09-16,Tienda Física,Ocasional
1218,Ing. Luisa Reynoso,32.0,F,Piura,Veintiséis de Octubre,2020-08-29,Tienda Física,Regular
